#General information: Fraunhofer ISE  reserves the right not to be responsible for the topicality,correctness, completeness or quality of the information provided. Liability claims regarding damagecaused by the use of any information provided, including any kind of information which is incompleteor incorrect,will therefore be rejected.
#For help contact: synpro@ise.fraunhofer.de
,YYYYMMDD,hhmmss,unixtimestamp,Q_htg,Q_cool,Q_sol,Q_int,t_room,t_room_op,t_amb,t_amb_mean,heating_on,I_dir,I_dif,I_s,I_w,I_n,I_e,I_s_opt,P_pvn,t_cm,active_occupancy,active_occupancy_diff,occupancy_diff
2022-01-01 00:00:00+01:00,20220101,0,1640991600.0,1.2875767895101,0.0,0.0,0.0870414430283709,21.0,20.8343687538467,12.3332184847025,11.6009240456876,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.5916232797337,0.0,0,0
2022-01-01 01:00:00+01:00,20220101,10000,1640995200.0,1.79994807699137,0.0,0.0,0.0873023598645395,21.0,20.6909279342458,12.1834532118331,11.6009240456876,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.3078560227194,0.0,0,0
2022-01-01 02:00:00+01:00,20220101,20000,1640998800.0,2.1284945329901,0.0,0.0,0.0860052249358007,21.0,20.5947758882482,12.2628064534281,11.6009240456876,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.1193466730818,0.0,0,0
2022-01-01 03:00:00+01:00,20220101,30000,1641002400.0,2.38192768783126,0.0,0.0,0.0827473874132833,21.0,20.5265675440513,12.0985117137877,11.6009240456876,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.9835369707485,0.0,0,0
2022-01-01 04:00:00+01:00,20220101,40000,1641006000.0,2.55315604123121,0.0,0.0,0.0759834362293255,21.0,20.4790345371866,12.071688082826,11.6009240456876,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.8897357391093,0.0,0,0
2022-01-01 05:00:00+01:00,20220101,50000,1641009600.0,2.67826464686958,0.0,0.0,0.0820871363076002,21.0,20.444910402848,11.9643935589792,11.6009240456876,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.8215345119018,0.0,0,0
2022-01-01 06:00:00+01:00,20220101,60000,1641013200.0,2.70938076407773,0.0,0.0,0.181720660211147,21.0,20.4238186542329,11.8783344096438,11.6009240456876,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.7789605282207,0.0,0,0
2022-01-01 07:00:00+01:00,20220101,70000,1641016800.0,2.8527294630956,0.0,0.0,0.129629143386285,21.0,20.3996295538624,11.4983329710199,11.6009240456876,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.7278718609637,0.0,0,0
2022-01-01 08:00:00+01:00,20220101,80000,1641020400.0,2.8835200512048,0.0,0.0085553555802942,0.25909716061674,21.0,20.381080302626,11.1429198607775,11.6009240456876,1,0.0002330228197159,0.001736774381694,0.0012296847156531,0.0,0.0,0.0012455960341312,0.0016955273199078,0.0,19.6876358672329,1.12222222222222,2,0
2022-01-01 09:00:00+01:00,20220101,90000,1641024000.0,2.66920326668205,0.0,0.636353518626167,0.331639329224111,21.0,20.4260945174741,11.3876854933029,11.6009240456876,1,0.0126380611634172,0.0265077498868255,0.100605422862236,0.0,0.0,0.0745956724770257,0.0803461734761662,0.052920501165129,19.7753403475216,1.98055555555556,1,1
2022-01-01 10:00:00+01:00,20220101,100000,1641027600.0,2.15559628146852,0.0,1.14654999603646,0.581038931787977,21.0,20.5210492321521,12.0571586160551,11.6009240456876,1,0.0328288031305686,0.0533889077089236,0.199016707379306,0.0,0.0,0.0993447704121527,0.167903740256501,0.134712503286984,19.9655137582541,1.85277777777778,1,1
2022-01-01 11:00:00+01:00,20220101,110000,1641031200.0,2.01467418568341,0.0,1.02895547814132,0.365520604493443,21.0,20.578805883323,12.6036900968995,11.6009240456876,1,0.0272910843561429,0.0880514851041969,0.185207858687919,0.0,0.0,0.076114550443195,0.179567486228366,0.145279684325012,20.0854739653993,2.0,0,0
2022-01-01 12:00:00+01:00,20220101,120000,1641034800.0,1.47968484913404,0.0,2.17843524995207,0.299065644535346,21.0,20.7245857177932,13.2999868506134,11.6009240456876,1,0.0799405343872553,0.0915099886910241,0.417100880565387,0.111786835039925,0.0,0.0,0.350239966616158,0.300445208984381,20.3736105952788,2.0,0,0
2022-01-01 13:00:00+01:00,20220101,130000,1641038400.0,1.06467827469822,0.0,2.10277978249382,0.345355119265238,21.0,20.8272058567681,13.6967530585885,11.6009240456876,1,0.0598183285435497,0.10375300572909,0.365519722837082,0.181168267769633,0.0,0.0,0.311830705256693,0.265702484416447,20.5796218865072,1.56388888888889,1,1
2022-01-01 14:00:00+01:00,20220101,140000,1641042000.0,0.390824594559673,0.0,2.62789439227673,0.839136459974767,21.0,20.9560827694093,13.4463991696127,11.6009240456876,1,0.058803993916551,0.0709524883985506,0.420015728036736,0.299056853827065,0.0,0.0,0.315606056121785,0.269409097155478,20.8271847576371,1.23611111111111,1,1
2022-01-01 15:00:00+01:00,20220101,150000,1641045600.0,1.28674685628672,0.0,0.238088084722868,0.294171054004078,21.0,20.8036631622557,12.3812774901755,11.6009240456876,1,0.011664848210486,0.0429423075397128,0.0341873773576791,0.0347303612116043,0.0,0.0,0.043229559260401,0.0195248322737906,20.5299812167902,1.84722222222222,1,1
2022-01-01 16:00:00+01:00,20220101,160000,1641049200.0,1.82789400564791,0.0,0.0250122504364108,0.312727926620099,21.0,20.667602538596,11.5005682736,11.6009240456876,1,0.0006442395603911,0.0051869854882272,0.0035241811335325,0.0037816212709322,0.0,0.0,0.0049370788166297,0.0,20.2548026101272,1.81944444444444,1,1
2022-01-01 17:00:00+01:00,20220101,170000,1641052800.0,2.19133983013207,0.0,0.0,0.45371771682072,21.0,20.5618659475881,10.7450360015123,11.6009240456876,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0392908278147,1.86388888888889,1,1
2022-01-01 18:00:00+01:00,20220101,180000,1641056400.0,2.59862206089015,0.0,0.0,0.285449258939202,21.0,20.475682930741,10.4801526457657,11.6009240456876,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.8675468159261,1.0,0,0
2022-01-01 19:00:00+01:00,20220101,190000,1641060000.0,2.8504690075734,0.0,0.0,0.274957727512162,21.0,20.4112038866342,10.2264458029197,11.6009240456876,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.7382479666573,1.0,0,0
2022-01-01 20:00:00+01:00,20220101,200000,1641063600.0,2.99977229807314,0.0,0.0,0.29289989655118,21.0,20.3666992276322,10.1884456590573,11.6009240456876,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.65024186239,1.0,0,0
2022-01-01 21:00:00+01:00,20220101,210000,1641067200.0,3.09629786375087,0.0,0.0,0.347027653492104,21.0,20.3353685506946,10.0219156168368,11.6009240456876,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.5868613839451,1.18333333333333,2,1
2022-01-01 22:00:00+01:00,20220101,220000,1641070800.0,3.29754216930351,0.0,0.0,0.245461657703653,21.0,20.3018523207709,9.63409061918236,11.6009240456876,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.5174591319519,0.213888888888889,1,0
2022-01-01 23:00:00+01:00,20220101,230000,1641074400.0,3.48618481746139,0.0,0.0,0.157227091527209,21.0,20.2682248514747,9.31891295538247,11.6009240456876,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.4484941009291,0.0,0,0
2022-01-02 00:00:00+01:00,20220102,0,1641078000.0,3.56380683038652,0.0,0.0,0.102950920082055,21.0,20.2473007072284,9.57597275209866,10.933220537478,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.4098751525733,0.0,0,0
2022-01-02 01:00:00+01:00,20220102,10000,1641081600.0,3.59989461465022,0.0,0.0,0.0839994778245896,21.0,20.2360540259192,9.72014976851779,10.933220537478,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.3891497051589,0.0,0,0
2022-01-02 02:00:00+01:00,20220102,20000,1641085200.0,3.59904190037233,0.0,0.0,0.076782165789164,21.0,20.2324461219065,9.91573874428008,10.933220537478,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.3839191369426,0.0,0,0
2022-01-02 03:00:00+01:00,20220102,30000,1641088800.0,3.54024336347424,0.0,0.0,0.0793646026685626,21.0,20.2387362286756,10.3247991164459,10.933220537478,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.4001710986927,0.0,0,0
2022-01-02 04:00:00+01:00,20220102,40000,1641092400.0,3.46564523085062,0.0,0.0,0.0867031587026241,21.0,20.2509761971144,10.6500356418564,10.933220537478,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.4273287281522,0.0,0,0
2022-01-02 05:00:00+01:00,20220102,50000,1641096000.0,3.45203182267156,0.0,0.0,0.0828563967214587,21.0,20.2580922956073,10.5438587692997,10.933220537478,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.4403390149026,0.0,0,0
2022-01-02 06:00:00+01:00,20220102,60000,1641099600.0,3.47888005902914,0.0,0.0,0.0966363451096028,21.0,20.256672736107,10.2130339874388,10.933220537478,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.434375977045,0.0,0,0
2022-01-02 07:00:00+01:00,20220102,70000,1641103200.0,3.50418117439365,0.0,0.0,0.089672112145905,21.0,20.2526136797641,10.1247395355232,10.933220537478,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.4255662595075,0.0,0,0
2022-01-02 08:00:00+01:00,20220102,80000,1641106800.0,3.43438616753512,0.0,0.0025990922529388,0.148125577196998,21.0,20.257475470095,10.3963287990104,10.933220537478,1,0.0,0.000625332444892,0.0003751994669352,0.0,0.0,0.0003751994669352,0.0005864404970265,0.0,19.437555771021,0.452777777777778,1,0
2022-01-02 09:00:00+01:00,20220102,90000,1641110400.0,3.22186463775806,0.0,0.059127603887467,0.253739667745365,21.0,20.2849044970062,11.1339786504569,10.933220537478,1,8.22433481350567e-05,0.0133624042170442,0.008594356325933,0.0,0.0,0.0084193658190299,0.0129107010360703,0.0,19.4980075141422,1.73611111111111,1,0
2022-01-02 10:00:00+01:00,20220102,100000,1641114000.0,3.10605240883065,0.0,0.0626356403585903,0.271188777581514,21.0,20.3106299789156,11.3351558826696,10.933220537478,1,0.0004386311900535,0.0118491513520753,0.0095199691135278,0.0,0.0,0.0080978584474388,0.0128357800835542,0.0,19.5504925720411,2.0,0,0
2022-01-02 11:00:00+01:00,20220102,110000,1641117600.0,2.87291604101665,0.0,0.4495493632313,0.353081707214133,21.0,20.3645395250345,11.3865678420128,10.933220537478,1,0.0106642208081764,0.0452248664540511,0.0792630446300889,0.0,0.0,0.0365210760946061,0.0807625422667801,0.0533046708978415,19.6550196288567,2.0,0,0
2022-01-02 12:00:00+01:00,20220102,120000,1641121200.0,2.17765360590454,0.0,2.30643417732435,0.228302345120941,21.0,20.5622085418219,12.1834532118331,10.933220537478,1,0.0890421315808659,0.0835027232759746,0.445381856318623,0.110902930814434,0.0,0.0,0.367519812282922,0.317360489347702,20.0429581714477,0.994444444444444,2,2
2022-01-02 13:00:00+01:00,20220102,130000,1641124800.0,1.59635417772561,0.0,2.92287337120731,0.0720676767483432,21.0,20.7448243301245,12.4539248240301,10.933220537478,1,0.101872093889932,0.0647790026738014,0.52062188876127,0.227042749566327,0.0,0.0,0.403535486136261,0.348458216541423,20.4023694792921,0.0,0,0
2022-01-02 14:00:00+01:00,20220102,140000,1641128400.0,1.157168743081,0.0,2.9946707181343,0.0782040797947493,21.0,20.8726144691444,12.3522185566337,10.933220537478,1,0.0738271121758843,0.0447515526867719,0.48130362936963,0.335530739013422,0.0,0.0,0.344236545238797,0.296471451195151,20.6525830795667,0.1,2,2
2022-01-02 15:00:00+01:00,20220102,150000,1641132000.0,1.49862677436484,0.0,0.186376196941999,0.376567861412302,21.0,20.7375754013204,12.1175117857189,10.933220537478,1,0.0180250004662621,0.0278900342999371,0.0267001344448814,0.0273092348072004,0.0,0.0,0.0294590654380526,0.0081571268127028,20.3974460041063,0.0,0,0
2022-01-02 16:00:00+01:00,20220102,160000,1641135600.0,1.99903013709738,0.0,0.0257411684740684,0.23407571826611,21.0,20.6236298064635,11.7453339061254,10.933220537478,1,0.0017545247602141,0.0043893665108503,0.0035286177929484,0.0040859034460172,0.0,0.0,0.0042705010839259,0.0,20.1707541502448,0.0,0,0
2022-01-02 17:00:00+01:00,20220102,170000,1641139200.0,2.31510569108092,0.0,0.0,0.253394631239318,21.0,20.5380727950294,11.4256856371653,10.933220537478,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.9993932740493,0.0,0,0
2022-01-02 18:00:00+01:00,20220102,180000,1641142800.0,2.30512428379125,0.0,0.0,0.659871930931733,21.0,20.4899192767139,11.1317433478767,10.933220537478,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.9008369217962,0.0,0,0
2022-01-02 19:00:00+01:00,20220102,190000,1641146400.0,2.64989187654883,0.0,0.0,0.31963586043464,21.0,20.4411029890991,11.0780960859533,10.933220537478,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.8050641437043,0.886111111111111,3,3
