#General information: Fraunhofer ISE  reserves the right not to be responsible for the topicality,correctness, completeness or quality of the information provided. Liability claims regarding damagecaused by the use of any information provided, including any kind of information which is incompleteor incorrect,will therefore be rejected.
#For help contact: synpro@ise.fraunhofer.de
;building_0;total;unixtimestamp
2022-01-01 00:00:00+01:00;1.51859384756392;1.51859384756392;1640991600
2022-01-01 01:00:00+01:00;0.0;0.0;1640995200
2022-01-01 02:00:00+01:00;0.0;0.0;1640998800
2022-01-01 03:00:00+01:00;0.0;0.0;1641002400
2022-01-01 04:00:00+01:00;0.0;0.0;1641006000
2022-01-01 05:00:00+01:00;0.0;0.0;1641009600
2022-01-01 06:00:00+01:00;0.0;0.0;1641013200
2022-01-01 07:00:00+01:00;0.386658875621607;0.386658875621607;1641016800
2022-01-01 08:00:00+01:00;0.695117079769181;0.695117079769181;1641020400
2022-01-01 09:00:00+01:00;0.9334711466104879;0.9334711466104879;1641024000
2022-01-01 10:00:00+01:00;0.315962308985991;0.315962308985991;1641027600
2022-01-01 11:00:00+01:00;0.728688075098943;0.728688075098943;1641031200
2022-01-01 12:00:00+01:00;0.0;0.0;1641034800
2022-01-01 13:00:00+01:00;0.677739152774951;0.677739152774951;1641038400
2022-01-01 14:00:00+01:00;0.0;0.0;1641042000
2022-01-01 15:00:00+01:00;0.891013711340495;0.891013711340495;1641045600
2022-01-01 16:00:00+01:00;0.0;0.0;1641049200
2022-01-01 17:00:00+01:00;0.0;0.0;1641052800
2022-01-01 18:00:00+01:00;0.0;0.0;1641056400
2022-01-01 19:00:00+01:00;0.0;0.0;1641060000
2022-01-01 20:00:00+01:00;0.0;0.0;1641063600
2022-01-01 21:00:00+01:00;0.0;0.0;1641067200
2022-01-01 22:00:00+01:00;0.0505539694377586;0.0505539694377586;1641070800
2022-01-01 23:00:00+01:00;0.0;0.0;1641074400
2022-01-02 00:00:00+01:00;0.0332015683686193;0.0332015683686193;1641078000
2022-01-02 01:00:00+01:00;0.0;0.0;1641081600
2022-01-02 02:00:00+01:00;0.0;0.0;1641085200
2022-01-02 03:00:00+01:00;0.0;0.0;1641088800
2022-01-02 04:00:00+01:00;0.0;0.0;1641092400
2022-01-02 05:00:00+01:00;1.8814222075551;1.8814222075551;1641096000
2022-01-02 06:00:00+01:00;0.729248733810746;0.729248733810746;1641099600
2022-01-02 07:00:00+01:00;0.0750987855956866;0.0750987855956866;1641103200
2022-01-02 08:00:00+01:00;0.0221343789124129;0.0221343789124129;1641106800
2022-01-02 09:00:00+01:00;1.04347786301375;1.04347786301375;1641110400
2022-01-02 10:00:00+01:00;0.0;0.0;1641114000
2022-01-02 11:00:00+01:00;0.0458497848899981;0.0458497848899981;1641117600
2022-01-02 12:00:00+01:00;0.123320111083443;0.123320111083443;1641121200
2022-01-02 13:00:00+01:00;0.0;0.0;1641124800
2022-01-02 14:00:00+01:00;0.0;0.0;1641128400
2022-01-02 15:00:00+01:00;0.0442687578248258;0.0442687578248258;1641132000
2022-01-02 16:00:00+01:00;0.0;0.0;1641135600
2022-01-02 17:00:00+01:00;0.0;0.0;1641139200
2022-01-02 18:00:00+01:00;1.131224865130815;1.131224865130815;1641142800
2022-01-02 19:00:00+01:00;0.0;0.0;1641146400
2022-01-02 20:00:00+01:00;0.0;0.0;1641150000
2022-01-02 21:00:00+01:00;0.095256880676634;0.095256880676634;1641153600
2022-01-02 22:00:00+01:00;3.53517651772537;3.53517651772537;1641157200
2022-01-02 23:00:00+01:00;0.0830039209215483;0.0830039209215483;1641160800
2022-01-03 00:00:00+01:00;0.0;0.0;1641164400
2022-01-03 01:00:00+01:00;0.0;0.0;1641168000
2022-01-03 02:00:00+01:00;0.0;0.0;1641171600
2022-01-03 03:00:00+01:00;0.0;0.0;1641175200
2022-01-03 04:00:00+01:00;0.0;0.0;1641178800
2022-01-03 05:00:00+01:00;0.31564927220561;0.31564927220561;1641182400
2022-01-03 06:00:00+01:00;1.68128725753126;1.68128725753126;1641186000
2022-01-03 07:00:00+01:00;3.76227826138303;3.76227826138303;1641189600
2022-01-03 08:00:00+01:00;0.453300834520838;0.453300834520838;1641193200
2022-01-03 09:00:00+01:00;1.85829609125558;1.85829609125558;1641196800
2022-01-03 10:00:00+01:00;0.0;0.0;1641200400
2022-01-03 11:00:00+01:00;1.47738099209017;1.47738099209017;1641204000
2022-01-03 12:00:00+01:00;0.120247341792613;0.120247341792613;1641207600
2022-01-03 13:00:00+01:00;1.191793555332711;1.191793555332711;1641211200
2022-01-03 14:00:00+01:00;0.0;0.0;1641214800
2022-01-03 15:00:00+01:00;0.0;0.0;1641218400
2022-01-03 16:00:00+01:00;0.0;0.0;1641222000
2022-01-03 17:00:00+01:00;0.120247341792613;0.120247341792613;1641225600
2022-01-03 18:00:00+01:00;0.0;0.0;1641229200
2022-01-03 19:00:00+01:00;0.647911664000989;0.647911664000989;1641232800
2022-01-03 20:00:00+01:00;0.0;0.0;1641236400
