#General information: Fraunhofer ISE  reserves the right not to be responsible for the topicality,correctness, completeness or quality of the information provided. Liability claims regarding damagecaused by the use of any information provided, including any kind of information which is incompleteor incorrect,will therefore be rejected.
#For help contact: synpro@ise.fraunhofer.de
;building_0;total;unixtimestamp
2022-01-01 00:00:00+01:00;0.136886;0.136886;1640991600
2022-01-01 01:00:00+01:00;0.13597599999999999;0.13597599999999999;1640995200
2022-01-01 02:00:00+01:00;0.135816;0.135816;1640998800
2022-01-01 03:00:00+01:00;0.181411;0.181411;1641002400
2022-01-01 04:00:00+01:00;0.179553;0.179553;1641006000
2022-01-01 05:00:00+01:00;0.204856;0.204856;1641009600
2022-01-01 06:00:00+01:00;0.220488;0.220488;1641013200
2022-01-01 07:00:00+01:00;0.31680600000000003;0.31680600000000003;1641016800
2022-01-01 08:00:00+01:00;0.398807;0.398807;1641020400
2022-01-01 09:00:00+01:00;1.3827379999999998;1.3827379999999998;1641024000
2022-01-01 10:00:00+01:00;2.225233;2.225233;1641027600
2022-01-01 11:00:00+01:00;1.220814;1.220814;1641031200
2022-01-01 12:00:00+01:00;0.8767949999999999;0.8767949999999999;1641034800
2022-01-01 13:00:00+01:00;2.8606719999999997;2.8606719999999997;1641038400
2022-01-01 14:00:00+01:00;0.826551;0.826551;1641042000
2022-01-01 15:00:00+01:00;0.8452879999999999;0.8452879999999999;1641045600
2022-01-01 16:00:00+01:00;0.38694999999999996;0.38694999999999996;1641049200
2022-01-01 17:00:00+01:00;0.415564;0.415564;1641052800
2022-01-01 18:00:00+01:00;1.60311;1.60311;1641056400
2022-01-01 19:00:00+01:00;0.874234;0.874234;1641060000
2022-01-01 20:00:00+01:00;0.819196;0.819196;1641063600
2022-01-01 21:00:00+01:00;1.155936;1.155936;1641067200
2022-01-01 22:00:00+01:00;0.881264;0.881264;1641070800
2022-01-01 23:00:00+01:00;0.6478060000000001;0.6478060000000001;1641074400
2022-01-02 00:00:00+01:00;1.673329;1.673329;1641078000
2022-01-02 01:00:00+01:00;0.8892160000000001;0.8892160000000001;1641081600
2022-01-02 02:00:00+01:00;0.18849;0.18849;1641085200
2022-01-02 03:00:00+01:00;0.17819600000000002;0.17819600000000002;1641088800
2022-01-02 04:00:00+01:00;0.17032799999999998;0.17032799999999998;1641092400
2022-01-02 05:00:00+01:00;0.184511;0.184511;1641096000
2022-01-02 06:00:00+01:00;0.19605099999999998;0.19605099999999998;1641099600
2022-01-02 07:00:00+01:00;0.399354;0.399354;1641103200
2022-01-02 08:00:00+01:00;1.132722;1.132722;1641106800
2022-01-02 09:00:00+01:00;0.6111510000000001;0.6111510000000001;1641110400
2022-01-02 10:00:00+01:00;2.312748;2.312748;1641114000
2022-01-02 11:00:00+01:00;0.623623;0.623623;1641117600
2022-01-02 12:00:00+01:00;1.29308;1.29308;1641121200
2022-01-02 13:00:00+01:00;1.684978;1.684978;1641124800
2022-01-02 14:00:00+01:00;2.0762099999999997;2.0762099999999997;1641128400
2022-01-02 15:00:00+01:00;1.288018;1.288018;1641132000
2022-01-02 16:00:00+01:00;0.43102499999999994;0.43102499999999994;1641135600
2022-01-02 17:00:00+01:00;0.582729;0.582729;1641139200
2022-01-02 18:00:00+01:00;1.8591549999999997;1.8591549999999997;1641142800
2022-01-02 19:00:00+01:00;1.5327239999999998;1.5327239999999998;1641146400
2022-01-02 20:00:00+01:00;1.225934;1.225934;1641150000
2022-01-02 21:00:00+01:00;1.735465;1.735465;1641153600
2022-01-02 22:00:00+01:00;0.521804;0.521804;1641157200
2022-01-02 23:00:00+01:00;0.448596;0.448596;1641160800
2022-01-03 00:00:00+01:00;0.43246699999999993;0.43246699999999993;1641164400
2022-01-03 01:00:00+01:00;0.360101;0.360101;1641168000
2022-01-03 02:00:00+01:00;0.359387;0.359387;1641171600
2022-01-03 03:00:00+01:00;0.347241;0.347241;1641175200
2022-01-03 04:00:00+01:00;0.38226;0.38226;1641178800
2022-01-03 05:00:00+01:00;0.47744100000000006;0.47744100000000006;1641182400
2022-01-03 06:00:00+01:00;0.405454;0.405454;1641186000
2022-01-03 07:00:00+01:00;0.406362;0.406362;1641189600
2022-01-03 08:00:00+01:00;0.525129;0.525129;1641193200
2022-01-03 09:00:00+01:00;0.972003;0.972003;1641196800
2022-01-03 10:00:00+01:00;0.451604;0.451604;1641200400
2022-01-03 11:00:00+01:00;0.48793699999999995;0.48793699999999995;1641204000
2022-01-03 12:00:00+01:00;0.7884739999999999;0.7884739999999999;1641207600
2022-01-03 13:00:00+01:00;1.000413;1.000413;1641211200
2022-01-03 14:00:00+01:00;0.410629;0.410629;1641214800
2022-01-03 15:00:00+01:00;0.385384;0.385384;1641218400
2022-01-03 16:00:00+01:00;0.424106;0.424106;1641222000
2022-01-03 17:00:00+01:00;0.958858;0.958858;1641225600
2022-01-03 18:00:00+01:00;0.623205;0.623205;1641229200
2022-01-03 19:00:00+01:00;1.282919;1.282919;1641232800
2022-01-03 20:00:00+01:00;1.4375300000000002;1.4375300000000002;1641236400
2022-01-03 21:00:00+01:00;1.1407280000000002;1.1407280000000002;1641240000
2022-01-03 22:00:00+01:00;0.639175;0.639175;1641243600
2022-01-03 23:00:00+01:00;0.533995;0.533995;1641247200
2022-01-04 00:00:00+01:00;0.394664;0.394664;1641250800
2022-01-04 01:00:00+01:00;0.36590199999999995;0.36590199999999995;1641254400
