#General information: Fraunhofer ISE  reserves the right not to be responsible for the topicality,correctness, completeness or quality of the information provided. Liability claims regarding damagecaused by the use of any information provided, including any kind of information which is incompleteor incorrect,will therefore be rejected.
#For help contact: synpro@ise.fraunhofer.de
;building_0;total;unixtimestamp
2022-01-01 00:00:00+01:00;0.108191;0.108191;1640991600
2022-01-01 01:00:00+01:00;0.08621699999999999;0.08621699999999999;1640995200
2022-01-01 02:00:00+01:00;0.08592200000000001;0.08592200000000001;1640998800
2022-01-01 03:00:00+01:00;0.109169;0.109169;1641002400
2022-01-01 04:00:00+01:00;0.10855799999999999;0.10855799999999999;1641006000
2022-01-01 05:00:00+01:00;0.095461;0.095461;1641009600
2022-01-01 06:00:00+01:00;0.090059;0.090059;1641013200
2022-01-01 07:00:00+01:00;0.078514;0.078514;1641016800
2022-01-01 08:00:00+01:00;0.12920800000000002;0.12920800000000002;1641020400
2022-01-01 09:00:00+01:00;0.4764050000000001;0.4764050000000001;1641024000
2022-01-01 10:00:00+01:00;2.2156280000000006;2.2156280000000006;1641027600
2022-01-01 11:00:00+01:00;0.321203;0.321203;1641031200
2022-01-01 12:00:00+01:00;0.39851699999999995;0.39851699999999995;1641034800
2022-01-01 13:00:00+01:00;0.6378910000000001;0.6378910000000001;1641038400
2022-01-01 14:00:00+01:00;1.0761420000000002;1.0761420000000002;1641042000
2022-01-01 15:00:00+01:00;0.5516420000000001;0.5516420000000001;1641045600
2022-01-01 16:00:00+01:00;0.33303400000000005;0.33303400000000005;1641049200
2022-01-01 17:00:00+01:00;0.274354;0.274354;1641052800
2022-01-01 18:00:00+01:00;0.7814399999999999;0.7814399999999999;1641056400
2022-01-01 19:00:00+01:00;0.8554110000000001;0.8554110000000001;1641060000
2022-01-01 20:00:00+01:00;0.470665;0.470665;1641063600
2022-01-01 21:00:00+01:00;0.407449;0.407449;1641067200
2022-01-01 22:00:00+01:00;0.3147020000000001;0.3147020000000001;1641070800
2022-01-01 23:00:00+01:00;0.24794799999999995;0.24794799999999995;1641074400
2022-01-02 00:00:00+01:00;0.14106199999999997;0.14106199999999997;1641078000
2022-01-02 01:00:00+01:00;0.09686600000000001;0.09686600000000001;1641081600
2022-01-02 02:00:00+01:00;0.104197;0.104197;1641085200
